NAME,Metricname,SeenNum,SeenDenom,SeenAvg,LastUpdate
Bellingham Bay Medical Center,AAA Screening,103,333,0.2671,00:04.7
Birch Bay Family Medicine,AAA Screening,10,241,0.0385,00:04.7
Everson Family Medicine,AAA Screening,26,123,0.2114,00:04.7
Family Health Associates,AAA Screening,106,384,0.2697,00:04.7
Ferndale Family Medical Center,AAA Screening,20,324,0.1008,00:04.7
Island Family Physicians,AAA Screening,5,252,0.0284,00:04.7
Lynden Family Medicine,AAA Screening,12,345,0.2506,00:04.7
North Cascade Family Physicians,AAA Screening,88,484,0.198,00:04.7
North Sound Family Medicine,AAA Screening,158,577,0.2578,00:04.7
Squalicum Family Medicine,AAA Screening,67,269,0.2053,00:04.7
Whatcom Family Medicine,AAA Screening,69,175,0.432,00:04.7
Bellingham Bay Medical Center,Advance Directive - Patients >55yrs w/Advance Directive ,367,3338,0.1079,00:04.7
Birch Bay Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,126,1981,0.0657,00:04.7
Everson Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,119,1052,0.1131,00:04.7
Family Health Associates,Advance Directive - Patients >55yrs w/Advance Directive ,434,4264,0.1024,00:04.7
Ferndale Family Medical Center,Advance Directive - Patients >55yrs w/Advance Directive ,352,2969,0.1187,00:04.7
Island Family Physicians,Advance Directive - Patients >55yrs w/Advance Directive ,469,2818,0.1766,00:04.7
Lynden Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,540,3952,0.1216,00:04.7
North Cascade Family Physicians,Advance Directive - Patients >55yrs w/Advance Directive ,220,4892,0.0475,00:04.7
North Sound Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,706,5060,0.1333,00:04.7
Squalicum Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,415,3255,0.1269,00:04.7
Whatcom Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,264,1510,0.1748,00:04.7
Bellingham Bay Medical Center,Blood Pressure NOT Controlled  >140/90 mm Hg    ,57,436,0.1352,00:04.7
Birch Bay Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,86,417,0.1857,00:04.7
Everson Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,38,233,0.1631,00:04.7
Family Health Associates,Blood Pressure NOT Controlled  >140/90 mm Hg    ,62,618,0.0885,00:04.7
Ferndale Family Medical Center,Blood Pressure NOT Controlled  >140/90 mm Hg    ,65,624,0.1092,00:04.7
Island Family Physicians,Blood Pressure NOT Controlled  >140/90 mm Hg    ,92,467,0.1828,00:04.7
Lynden Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,136,799,0.165,00:04.7
North Cascade Family Physicians,Blood Pressure NOT Controlled  >140/90 mm Hg    ,246,946,0.2584,00:04.7
North Sound Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,108,781,0.1274,00:04.7
Squalicum Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,66,443,0.1515,00:04.7
Whatcom Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,44,251,0.159,00:04.7
Bellingham Bay Medical Center,Chlamydia,29,188,0.2221,00:04.7
Birch Bay Family Medicine,Chlamydia,7,34,0.2138,00:04.7
Everson Family Medicine,Chlamydia,2,7,0.2857,00:04.7
Family Health Associates,Chlamydia,38,130,0.2952,00:04.7
Ferndale Family Medical Center,Chlamydia,35,90,0.3647,00:04.7
Island Family Physicians,Chlamydia,12,64,0.2296,00:04.7
Lynden Family Medicine,Chlamydia,21,101,0.3564,00:04.7
North Cascade Family Physicians,Chlamydia,27,82,0.494,00:04.7
North Sound Family Medicine,Chlamydia,73,294,0.2535,00:04.7
Squalicum Family Medicine,Chlamydia,39,192,0.2336,00:04.7
Whatcom Family Medicine,Chlamydia,5,21,0.3333,00:04.7
Bellingham Bay Medical Center,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),2570,3617,0.7085,00:04.7
Birch Bay Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),983,1846,0.5219,00:04.7
Everson Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),521,940,0.5543,00:04.7
Family Health Associates,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),3106,4355,0.6972,00:04.7
Ferndale Family Medical Center,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),1845,2795,0.6594,00:04.7
Island Family Physicians,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),1524,2646,0.6011,00:04.7
Lynden Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),2346,3471,0.6101,00:04.7
North Cascade Family Physicians,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),3113,5226,0.5981,00:04.7
North Sound Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),3962,5447,0.7181,00:04.7
Squalicum Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),2536,3538,0.7158,00:04.7
Whatcom Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),1078,1540,0.706,00:04.7
Bellingham Bay Medical Center,Diabetes Care Gaps ,395,436,0.899,00:04.7
Birch Bay Family Medicine,Diabetes Care Gaps ,364,417,0.8558,00:04.7
Everson Family Medicine,Diabetes Care Gaps ,224,233,0.9614,00:04.7
Family Health Associates,Diabetes Care Gaps ,564,618,0.9123,00:04.7
Ferndale Family Medical Center,Diabetes Care Gaps ,556,624,0.8857,00:04.7
Island Family Physicians,Diabetes Care Gaps ,431,467,0.9265,00:04.7
Lynden Family Medicine,Diabetes Care Gaps ,728,799,0.9138,00:04.7
North Cascade Family Physicians,Diabetes Care Gaps ,869,946,0.9269,00:04.7
North Sound Family Medicine,Diabetes Care Gaps ,709,781,0.8904,00:04.7
Squalicum Family Medicine,Diabetes Care Gaps ,429,443,0.9679,00:04.7
Whatcom Family Medicine,Diabetes Care Gaps ,232,251,0.93,00:04.7
Bellingham Bay Medical Center,DM PTS 40 to 75 w/STATIN,255,342,0.7189,00:04.7
Birch Bay Family Medicine,DM PTS 40 to 75 w/STATIN,197,317,0.6362,00:04.7
Everson Family Medicine,DM PTS 40 to 75 w/STATIN,107,152,0.7039,00:04.7
Family Health Associates,DM PTS 40 to 75 w/STATIN,365,467,0.7765,00:04.7
Ferndale Family Medical Center,DM PTS 40 to 75 w/STATIN,323,458,0.7106,00:04.7
Island Family Physicians,DM PTS 40 to 75 w/STATIN,216,334,0.6811,00:04.7
Lynden Family Medicine,DM PTS 40 to 75 w/STATIN,407,506,0.8115,00:04.7
North Cascade Family Physicians,DM PTS 40 to 75 w/STATIN,574,760,0.7559,00:04.7
"Alexander MD, Steven",AAA Screening,,61,,35:07.1
"Alexander MD, Steven",Advance Directive - Patients >55yrs w/Advance Directive ,181,718,0.2521,35:17.4
"Alexander MD, Steven",Blood Pressure NOT Controlled  >140/90 mm Hg    ,31,170,0.1824,33:26.5
"Alexander MD, Steven",Chlamydia,1,1,1,34:54.6
"Alexander MD, Steven",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),391,568,0.6884,34:30.0
"Alexander MD, Steven",Diabetes Care Gaps ,157,170,0.9235,46:03.7
"Alexander MD, Steven",DM PTS 40 to 75 w/STATIN,86,96,0.8958,44:46.3
"Alexander MD, Steven",DM PTS 55-75 w/ACE/ARB,56,81,0.6914,44:41.3
"Alexander MD, Steven",Eye exam,93,170,0.5471,33:31.7
"Alexander MD, Steven",Foot Exam,149,170,0.8765,33:37.1
"Alexander MD, Steven",HgbA1c < 7.0                     ,101,170,0.5941,33:42.9
"Alexander MD, Steven",HgbA1c NOT > 9.0 (poor control) ,158,170,0.9294,33:48.3
"Alexander MD, Steven",Hypertension Patients 18-59 years BP <140/90,74,88,0.8409,34:04.7
"Alexander MD, Steven",Hypertension Patients over 18 BP <140/90,407,445,0.9146,34:17.8
"Alexander MD, Steven",Hypertension Patients over 59 years BP <150/90,345,367,0.9401,34:10.9
"Alexander MD, Steven",Mammogram Ages 52 -74,123,192,0.6406,34:59.2
"Alexander MD, Steven",Nephropathy Assessment,129,170,0.7588,33:54.3
"Alexander MD, Steven",Pap Smear Report,135,278,0.4856,46:10.1
"Alexander MD, Steven",Pneumovax - DM patients w/current pneumovax,156,170,0.9176,35:23.9
"Alexander MD, Steven",Pneumovax - Patients Age>65 w/current pneumovax,419,476,0.8803,35:30.8
"Alexander MD, Steven",Pneumovax - Smokers w/current pneumovax,48,77,0.6234,35:37.9
"Alexander MD, Steven",Smoking Cessation Advice or Treatment ,10,11,0.9091,34:00.5
"Alexander MD, Steven",Statin patients with LDL in the past 365 days,330,382,0.8639,46:34.6
"Alexander MD, Steven",TD - Patients >18yrs with TD in last 10 years,1039,1295,0.8023,35:46.5
"Alexander MD, Steven",WCV 3-6 yr,73,83,0.8795,19:29.2
"Anderson MD, Greg",AAA Screening,69,106,0.6509,35:07.1
"Anderson MD, Greg",Advance Directive - Patients >55yrs w/Advance Directive ,99,651,0.1521,35:17.4
