NAME,Metricname,SeenNum,SeenDenom,SeenAvg,LastUpdate
"Alexander MD, Steven",AAA Screening,24,63,0.381,50:01.8
"Alexander MD, Steven",Advance Directive - Patients >55yrs w/Advance Directive ,185,701,0.2639,50:10.9
"Alexander MD, Steven",Blood Pressure NOT Controlled  >140/90 mm Hg    ,13,158,0.0823,48:36.1
"Alexander MD, Steven",Chlamydia,,2,,49:50.5
"Alexander MD, Steven",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),391,550,0.7109,49:33.6
"Alexander MD, Steven",Diabetes Care Gaps ,154,158,0.9747,57:36.7
"Alexander MD, Steven",DM PTS 40 to 75 w/STATIN,73,85,0.8588,56:58.8
"Alexander MD, Steven",DM PTS 55-75 w/ACE/ARB,51,73,0.6986,56:54.0
"Alexander MD, Steven",Eye exam,90,158,0.5696,48:40.5
"Alexander MD, Steven",Foot Exam,141,158,0.8924,48:46.5
"Alexander MD, Steven",HgbA1c < 7.0                     ,77,158,0.4873,48:52.3
"Alexander MD, Steven",HgbA1c NOT > 9.0 (poor control) ,147,158,0.9304,48:57.0
"Alexander MD, Steven",Hypertension Patients 18-59 years BP <140/90,67,80,0.8375,49:12.6
"Alexander MD, Steven",Hypertension Patients over 18 BP <140/90,392,424,0.9245,49:25.4
"Alexander MD, Steven",Hypertension Patients over 59 years BP <150/90,334,349,0.957,49:17.6
"Alexander MD, Steven",Mammogram Ages 52 -74,131,187,0.7005,49:55.0
"Alexander MD, Steven",Nephropathy Assessment,108,158,0.6835,49:02.3
"Alexander MD, Steven",Pap Smear Report,130,265,0.4906,57:42.3
"Alexander MD, Steven",Pneumovax - DM patients w/current pneumovax,146,158,0.9241,50:16.8
"Alexander MD, Steven",Pneumovax - Patients Age>65 w/current pneumovax,409,469,0.8721,50:22.9
"Alexander MD, Steven",Pneumovax - Smokers w/current pneumovax,46,68,0.6765,50:30.2
"Alexander MD, Steven",Smoking Cessation Advice or Treatment ,11,11,1,49:08.5
"Alexander MD, Steven",Statin patients with LDL in the past 365 days,318,363,0.876,58:10.2
"Alexander MD, Steven",TD - Patients >18yrs with TD in last 10 years,994,1241,0.801,50:37.9
"Alexander MD, Steven",WCV 3-6 yr,63,65,0.9692,35:56.6
"Anderson MD, Greg",AAA Screening,75,103,0.7282,50:01.8
"Anderson MD, Greg",Advance Directive - Patients >55yrs w/Advance Directive ,166,640,0.2594,50:10.9
"Anderson MD, Greg",Blood Pressure NOT Controlled  >140/90 mm Hg    ,14,99,0.1414,48:36.1
"Anderson MD, Greg",Chlamydia,3,6,0.5,49:50.5
"Anderson MD, Greg",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),526,658,0.7994,49:33.6
"Anderson MD, Greg",Diabetes Care Gaps ,97,99,0.9798,57:36.7
"Anderson MD, Greg",DM PTS 40 to 75 w/STATIN,68,78,0.8718,56:58.8
"Anderson MD, Greg",DM PTS 55-75 w/ACE/ARB,56,64,0.875,56:54.0
"Anderson MD, Greg",Eye exam,54,99,0.5455,48:40.5
"Anderson MD, Greg",Foot Exam,75,99,0.7576,48:46.5
"Anderson MD, Greg",HgbA1c < 7.0                     ,33,99,0.3333,48:52.3
"Anderson MD, Greg",HgbA1c NOT > 9.0 (poor control) ,81,99,0.8182,48:57.0
"Anderson MD, Greg",Hypertension Patients 18-59 years BP <140/90,96,154,0.6234,49:12.6
"Anderson MD, Greg",Hypertension Patients over 18 BP <140/90,336,446,0.7534,49:25.4
"Anderson MD, Greg",Hypertension Patients over 59 years BP <150/90,253,303,0.835,49:17.6
"Anderson MD, Greg",Mammogram Ages 52 -74,109,156,0.6987,49:55.0
"Anderson MD, Greg",Nephropathy Assessment,88,99,0.8889,49:02.3
"Anderson MD, Greg",Pap Smear Report,124,195,0.6359,57:42.3
"Anderson MD, Greg",Pneumovax - DM patients w/current pneumovax,87,99,0.8788,50:16.8
"Anderson MD, Greg",Pneumovax - Patients Age>65 w/current pneumovax,305,368,0.8288,50:22.9
