"NAME","Metricname","SeenNum","SeenDenom","SeenAvg","LastUpdate"
"Alexander MD, Steven","AAA Screening","15","63",".2381","2018-02-18 23:43:10.870000000"
"Alexander MD, Steven","Advance Directive - Patients >55yrs w/Advance Directive ","188","706",".2663","2018-02-18 23:43:20.667000000"
"Alexander MD, Steven","Blood Pressure NOT Controlled  >140/90 mm Hg    ","17","158",".1076","2018-02-18 23:41:50.320000000"
"Alexander MD, Steven","Chlamydia","","2","","2018-02-18 23:42:59.947000000"
"Alexander MD, Steven","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","393","555",".7081","2018-02-18 23:42:49.603000000"
"Alexander MD, Steven","Diabetes Care Gaps ","154","158",".9747","2018-02-18 23:50:28.163000000"
"Alexander MD, Steven","DM PTS 40 to 75 w/STATIN","75","86",".8721","2018-02-18 23:49:52.803000000"
"Alexander MD, Steven","DM PTS 55-75 w/ACE/ARB","52","73",".7123","2018-02-18 23:49:48.240000000"
"Alexander MD, Steven","Eye exam","85","158",".5380","2018-02-18 23:41:54.600000000"
"Alexander MD, Steven","Foot Exam","144","158",".9114","2018-02-18 23:41:59.663000000"
"Alexander MD, Steven","HgbA1c < 7.0                     ","78","158",".4937","2018-02-18 23:42:05.147000000"
"Alexander MD, Steven","HgbA1c NOT > 9.0 (poor control) ","146","158",".9241","2018-02-18 23:42:11.193000000"
"Alexander MD, Steven","Hypertension Patients 18-59 years BP <140/90","69","83",".8313","2018-02-18 23:42:26.540000000"
"Alexander MD, Steven","Hypertension Patients over 18 BP <140/90","395","433",".9122","2018-02-18 23:42:41.773000000"
"Alexander MD, Steven","Hypertension Patients over 59 years BP <150/90","338","356",".9494","2018-02-18 23:42:33.900000000"
"Alexander MD, Steven","Mammogram Ages 52 -74","126","189",".6667","2018-02-18 23:43:04.353000000"
"Alexander MD, Steven","Nephropathy Assessment","120","158",".7595","2018-02-18 23:42:16.303000000"
"Alexander MD, Steven","Pap Smear Report","133","269",".4944","2018-02-18 23:50:33.603000000"
"Alexander MD, Steven","Pneumovax - DM patients w/current pneumovax","148","158",".9367","2018-02-18 23:43:26.400000000"
"Alexander MD, Steven","Pneumovax - Patients Age>65 w/current pneumovax","413","474",".8713","2018-02-18 23:43:32.230000000"
"Alexander MD, Steven","Pneumovax - Smokers w/current pneumovax","44","67",".6567","2018-02-18 23:43:39.260000000"
"Alexander MD, Steven","Smoking Cessation Advice or Treatment ","10","10","1.0000","2018-02-18 23:42:22.460000000"
"Alexander MD, Steven","Statin patients with LDL in the past 365 days","326","368",".8859","2018-02-18 23:50:59.823000000"
"Alexander MD, Steven","TD - Patients >18yrs with TD in last 10 years","1001","1258",".7957","2018-02-18 23:43:46.807000000"
"Alexander MD, Steven","WCV 3-6 yr","59","67",".8806","2018-02-19 00:27:00.843000000"
