NAME,Metricname,SeenNum,SeenDenom,SeenAvg,LastUpdate
"Alexander MD, Steven",AAA Screening,3,65,0.0462,38:34.7
"Alexander MD, Steven",Advance Directive - Patients >55yrs w/Advance Directive ,184,710,0.2592,38:44.3
"Alexander MD, Steven",Blood Pressure NOT Controlled  >140/90 mm Hg    ,25,162,0.1543,37:19.0
"Alexander MD, Steven",Chlamydia,,1,,38:22.9
"Alexander MD, Steven",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),393,560,0.7018,38:14.7
"Alexander MD, Steven",Diabetes Care Gaps ,154,162,0.9506,46:01.0
"Alexander MD, Steven",DM PTS 40 to 75 w/STATIN,80,90,0.8889,45:26.3
"Alexander MD, Steven",DM PTS 55-75 w/ACE/ARB,54,76,0.7105,45:21.6
"Alexander MD, Steven",Eye exam,90,162,0.5556,37:23.3
"Alexander MD, Steven",Foot Exam,145,162,0.8951,37:28.4
"Alexander MD, Steven",HgbA1c < 7.0                     ,88,162,0.5432,37:34.5
"Alexander MD, Steven",HgbA1c NOT > 9.0 (poor control) ,148,162,0.9136,37:39.2
"Alexander MD, Steven",Hypertension Patients 18-59 years BP <140/90,70,85,0.8235,37:54.8
"Alexander MD, Steven",Hypertension Patients over 18 BP <140/90,394,437,0.9016,38:06.3
"Alexander MD, Steven",Hypertension Patients over 59 years BP <150/90,339,360,0.9417,37:59.8
"Alexander MD, Steven",Mammogram Ages 52 -74,125,191,0.6545,38:27.4
"Alexander MD, Steven",Nephropathy Assessment,136,162,0.8395,37:44.5
"Alexander MD, Steven",Pap Smear Report,135,273,0.4945,46:06.4
"Alexander MD, Steven",Pneumovax - DM patients w/current pneumovax,152,162,0.9383,38:50.2
"Alexander MD, Steven",Pneumovax - Patients Age>65 w/current pneumovax,412,475,0.8674,38:56.0
"Alexander MD, Steven",Pneumovax - Smokers w/current pneumovax,47,73,0.6438,39:03.1
"Alexander MD, Steven",Smoking Cessation Advice or Treatment ,12,12,1,37:50.7
"Alexander MD, Steven",Statin patients with LDL in the past 365 days,333,380,0.8763,46:32.3
"Alexander MD, Steven",TD - Patients >18yrs with TD in last 10 years,1010,1265,0.7984,39:10.6
"Alexander MD, Steven",WCV 3-6 yr,61,70,0.8714,23:11.9
"Anderson MD, Greg",AAA Screening,72,101,0.7129,38:34.7
"Anderson MD, Greg",Advance Directive - Patients >55yrs w/Advance Directive ,132,640,0.2063,38:44.3
"Anderson MD, Greg",Blood Pressure NOT Controlled  >140/90 mm Hg    ,16,101,0.1584,37:19.0
"Anderson MD, Greg",Chlamydia,3,8,0.375,38:22.9
"Anderson MD, Greg",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),531,662,0.8021,38:14.7
"Anderson MD, Greg",Diabetes Care Gaps ,97,101,0.9604,46:01.0
"Anderson MD, Greg",DM PTS 40 to 75 w/STATIN,65,77,0.8442,45:26.3
"Anderson MD, Greg",DM PTS 55-75 w/ACE/ARB,59,65,0.9077,45:21.6
"Anderson MD, Greg",Eye exam,49,101,0.4851,37:23.3
"Anderson MD, Greg",Foot Exam,86,101,0.8515,37:28.4
"Anderson MD, Greg",HgbA1c < 7.0                     ,36,101,0.3564,37:34.5
"Anderson MD, Greg",HgbA1c NOT > 9.0 (poor control) ,84,101,0.8317,37:39.2
"Anderson MD, Greg",Hypertension Patients 18-59 years BP <140/90,99,162,0.6111,37:54.8
"Anderson MD, Greg",Hypertension Patients over 18 BP <140/90,348,451,0.7716,38:06.3
"Anderson MD, Greg",Hypertension Patients over 59 years BP <150/90,259,300,0.8633,37:59.8
"Anderson MD, Greg",Mammogram Ages 52 -74,108,162,0.6667,38:27.4
"Anderson MD, Greg",Nephropathy Assessment,83,101,0.8218,37:44.5
"Anderson MD, Greg",Pap Smear Report,128,204,0.6275,46:06.4
"Anderson MD, Greg",Pneumovax - DM patients w/current pneumovax,85,101,0.8416,38:50.2
"Anderson MD, Greg",Pneumovax - Patients Age>65 w/current pneumovax,297,364,0.8159,38:56.0
"Anderson MD, Greg",Pneumovax - Smokers w/current pneumovax,37,89,0.4157,39:03.1
"Anderson MD, Greg",Smoking Cessation Advice or Treatment ,6,6,1,37:50.7
"Anderson MD, Greg",Statin patients with LDL in the past 365 days,256,357,0.7171,46:32.3
"Anderson MD, Greg",TD - Patients >18yrs with TD in last 10 years,1089,1338,0.8139,39:10.6
"Anderson MD, Greg",WCV 3-6 yr,15,16,0.9375,23:11.9
"Anderson MD, Rodney",AAA Screening,68,109,0.6239,38:34.7
"Anderson MD, Rodney",Advance Directive - Patients >55yrs w/Advance Directive ,87,842,0.1033,38:44.3
"Anderson MD, Rodney",Blood Pressure NOT Controlled  >140/90 mm Hg    ,13,100,0.13,37:19.0
"Anderson MD, Rodney",Chlamydia,1,6,0.1667,38:22.9
"Anderson MD, Rodney",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),564,728,0.7747,38:14.7
"Anderson MD, Rodney",Diabetes Care Gaps ,92,100,0.92,46:01.0
"Anderson MD, Rodney",DM PTS 40 to 75 w/STATIN,53,66,0.803,45:26.3
"Anderson MD, Rodney",DM PTS 55-75 w/ACE/ARB,42,58,0.7241,45:21.6
"Anderson MD, Rodney",Eye exam,57,100,0.57,37:23.3
"Anderson MD, Rodney",Foot Exam,65,100,0.65,37:28.4
"Anderson MD, Rodney",HgbA1c < 7.0                     ,46,100,0.46,37:34.5
