"NAME","Metricname","SeenNum","SeenDenom","SeenAvg","LastUpdate"
"Alexander MD, Steven","AAA Screening","40","55",".7273","2019-01-07 01:03:07.010000000"
"Alexander MD, Steven","Advance Directive - Patients >55yrs w/Advance Directive ","190","664",".2861","2019-01-07 01:03:23.123000000"
"Alexander MD, Steven","Blood Pressure NOT Controlled  >140/90 mm Hg    ","6","160",".0375","2019-01-07 01:00:54.203000000"
"Alexander MD, Steven","Chlamydia","","","","2019-01-07 01:02:48.040000000"
"Alexander MD, Steven","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","407","534",".7622","2019-01-07 01:02:20.370000000"
"Alexander MD, Steven","Diabetes Care Gaps ","149","160",".9313","2019-01-07 01:13:17.543000000"
"Alexander MD, Steven","DM PTS 55-75 w/ACE/ARB","52","76",".6842","2019-01-07 01:12:30.477000000"
"Alexander MD, Steven","Eye exam","85","160",".5313","2019-01-07 01:01:00.453000000"
"Alexander MD, Steven","Foot Exam","139","160",".8688","2019-01-07 02:46:56.923000000"
"Alexander MD, Steven","HbA1c test last 365 days     ","149","160",".9313","2019-01-07 02:30:58.230000000"
"Alexander MD, Steven","HgbA1c < 7.0                     ","86","160",".5375","2019-01-07 01:01:19.457000000"
"Alexander MD, Steven","HgbA1c NOT > 9.0 (poor control) ","148","160",".9250","2019-01-07 01:01:27.393000000"
"Alexander MD, Steven","Hypertension Patients 18-59 years BP <140/90","70","79",".8861","2019-01-07 01:01:51.130000000"
"Alexander MD, Steven","Hypertension Patients over 18 BP <140/90","386","414",".9324","2019-01-07 01:02:09.323000000"
"Alexander MD, Steven","Hypertension Patients over 59 years BP <150/90","318","335",".9493","2019-01-07 01:01:57.863000000"
"Alexander MD, Steven","Mammogram Ages 52 -74","131","179",".7318","2019-01-07 01:02:53.900000000"
"Alexander MD, Steven","Nephropathy Assessment ","120","160",".7500","2019-01-07 02:47:04.253000000"
"Alexander MD, Steven","Pap Smear Report","127","243",".5226","2019-01-07 01:13:25.717000000"
"Alexander MD, Steven","Pneumovax - DM ","150","160",".9375","2019-01-07 02:47:11.220000000"
"Alexander MD, Steven","Pneumovax - Patients Age>65 w/current pneumovax","397","459",".8649","2019-01-07 01:03:43.467000000"
"Alexander MD, Steven","Pneumovax - Smokers w/current pneumovax","42","62",".6774","2019-01-07 01:03:53.577000000"
"Alexander MD, Steven","Smoking Cessation Advice or Treatment ","11","12",".9167","2019-01-07 01:01:45.847000000"
"Alexander MD, Steven","Statin patients with LDL in the past 365 days","296","341",".8680","2019-01-07 01:14:00.873000000"
"Alexander MD, Steven","TD - Patients >18yrs with TD in last 10 years","954","1187",".8037","2019-01-07 01:04:03.420000000"
"Alexander MD, Steven","WCV 3-6 yr","25","60",".4167","2019-01-07 02:08:47.363000000"
"Anderson MD, Greg","AAA Screening","80","100",".8000","2019-01-07 01:03:07.010000000"
"Anderson MD, Greg","Advance Directive - Patients >55yrs w/Advance Directive ","203","627",".3238","2019-01-07 01:03:23.123000000"
"Anderson MD, Greg","Blood Pressure NOT Controlled  >140/90 mm Hg    ","10","107",".0935","2019-01-07 01:00:54.203000000"
"Anderson MD, Greg","Chlamydia","1","4",".2500","2019-01-07 01:02:48.040000000"
"Anderson MD, Greg","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","539","662",".8142","2019-01-07 01:02:20.370000000"
"Anderson MD, Greg","Diabetes Care Gaps ","106","107",".9907","2019-01-07 01:13:17.543000000"
"Anderson MD, Greg","DM PTS 55-75 w/ACE/ARB","57","73",".7808","2019-01-07 01:12:30.477000000"
"Anderson MD, Greg","Eye exam","65","107",".6075","2019-01-07 01:01:00.453000000"
"Anderson MD, Greg","Foot Exam","95","107",".8879","2019-01-07 02:46:56.923000000"
"Anderson MD, Greg","HbA1c test last 365 days     ","105","107",".9813","2019-01-07 02:30:58.230000000"
"Anderson MD, Greg","HgbA1c < 7.0                     ","46","107",".4299","2019-01-07 01:01:19.457000000"
"Anderson MD, Greg","HgbA1c NOT > 9.0 (poor control) ","96","107",".8972","2019-01-07 01:01:27.393000000"
"Anderson MD, Greg","Hypertension Patients 18-59 years BP <140/90","89","137",".6496","2019-01-07 01:01:51.130000000"
"Anderson MD, Greg","Hypertension Patients over 18 BP <140/90","342","425",".8047","2019-01-07 01:02:09.323000000"
"Anderson MD, Greg","Hypertension Patients over 59 years BP <150/90","257","288",".8924","2019-01-07 01:01:57.863000000"
"Anderson MD, Greg","Mammogram Ages 52 -74","119","161",".7391","2019-01-07 01:02:53.900000000"
"Anderson MD, Greg","Nephropathy Assessment ","89","107",".8318","2019-01-07 02:47:04.253000000"
"Anderson MD, Greg","Pap Smear Report","129","179",".7207","2019-01-07 01:13:25.717000000"
"Anderson MD, Greg","Pneumovax - DM ","96","107",".8972","2019-01-07 02:47:11.220000000"
"Anderson MD, Greg","Pneumovax - Patients Age>65 w/current pneumovax","330","387",".8527","2019-01-07 01:03:43.467000000"
"Anderson MD, Greg","Pneumovax - Smokers w/current pneumovax","42","75",".5600","2019-01-07 01:03:53.577000000"
"Anderson MD, Greg","Smoking Cessation Advice or Treatment ","6","6","1.0000","2019-01-07 01:01:45.847000000"
"Anderson MD, Greg","Statin patients with LDL in the past 365 days","252","329",".7660","2019-01-07 01:14:00.873000000"
"Anderson MD, Greg","TD - Patients >18yrs with TD in last 10 years","1074","1288",".8339","2019-01-07 01:04:03.420000000"
"Anderson MD, Greg","WCV 3-6 yr","13","18",".7222","2019-01-07 02:08:47.363000000"
"Anderson MD, Rodney","AAA Screening","64","89",".7191","2019-01-07 01:03:07.010000000"
"Anderson MD, Rodney","Advance Directive - Patients >55yrs w/Advance Directive ","96","773",".1242","2019-01-07 01:03:23.123000000"
"Anderson MD, Rodney","Blood Pressure NOT Controlled  >140/90 mm Hg    ","19","102",".1863","2019-01-07 01:00:54.203000000"
"Anderson MD, Rodney","Chlamydia","1","4",".2500","2019-01-07 01:02:48.040000000"
"Anderson MD, Rodney","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","538","654",".8226","2019-01-07 01:02:20.370000000"
"Anderson MD, Rodney","Diabetes Care Gaps ","100","102",".9804","2019-01-07 01:13:17.543000000"
"Anderson MD, Rodney","DM PTS 55-75 w/ACE/ARB","44","62",".7097","2019-01-07 01:12:30.477000000"
"Anderson MD, Rodney","Eye exam","52","102",".5098","2019-01-07 01:01:00.453000000"
"Anderson MD, Rodney","Foot Exam","84","102",".8235","2019-01-07 02:46:56.923000000"
"Anderson MD, Rodney","HbA1c test last 365 days     ","96","102",".9412","2019-01-07 02:30:58.230000000"
"Anderson MD, Rodney","HgbA1c < 7.0                     ","58","102",".5686","2019-01-07 01:01:19.457000000"
"Anderson MD, Rodney","HgbA1c NOT > 9.0 (poor control) ","96","102",".9412","2019-01-07 01:01:27.393000000"
"Anderson MD, Rodney","Hypertension Patients 18-59 years BP <140/90","58","89",".6517","2019-01-07 01:01:51.130000000"
"Anderson MD, Rodney","Hypertension Patients over 18 BP <140/90","398","481",".8274","2019-01-07 01:02:09.323000000"
"Anderson MD, Rodney","Hypertension Patients over 59 years BP <150/90","350","392",".8929","2019-01-07 01:01:57.863000000"
"Anderson MD, Rodney","Mammogram Ages 52 -74","222","262",".8473","2019-01-07 01:02:53.900000000"
"Anderson MD, Rodney","Nephropathy Assessment ","82","102",".8039","2019-01-07 02:47:04.253000000"
"Anderson MD, Rodney","Pap Smear Report","184","230",".8000","2019-01-07 01:13:25.717000000"
"Anderson MD, Rodney","Pneumovax - DM ","89","102",".8725","2019-01-07 02:47:11.220000000"
"Anderson MD, Rodney","Pneumovax - Patients Age>65 w/current pneumovax","473","574",".8240","2019-01-07 01:03:43.467000000"
"Anderson MD, Rodney","Pneumovax - Smokers w/current pneumovax","25","41",".6098","2019-01-07 01:03:53.577000000"
"Anderson MD, Rodney","Smoking Cessation Advice or Treatment ","9","9","1.0000","2019-01-07 01:01:45.847000000"
"Anderson MD, Rodney","Statin patients with LDL in the past 365 days","275","387",".7106","2019-01-07 01:14:00.873000000"
"Anderson MD, Rodney","TD - Patients >18yrs with TD in last 10 years","1019","1241",".8211","2019-01-07 01:04:03.420000000"
"Anderson MD, Rodney","WCV 3-6 yr","44","60",".7333","2019-01-07 02:08:47.363000000"
"Bates MD, Jennifer","AAA Screening","1","13",".0769","2019-01-07 01:03:07.010000000"
"Bates MD, Jennifer","Advance Directive - Patients >55yrs w/Advance Directive ","39","307",".1270","2019-01-07 01:03:23.123000000"
"Bates MD, Jennifer","Blood Pressure NOT Controlled  >140/90 mm Hg    ","4","69",".0580","2019-01-07 01:00:54.203000000"
"Bates MD, Jennifer","Chlamydia","10","20",".5000","2019-01-07 01:02:48.040000000"
"Bates MD, Jennifer","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","218","308",".7078","2019-01-07 01:02:20.370000000"
"Bates MD, Jennifer","Diabetes Care Gaps ","66","69",".9565","2019-01-07 01:13:17.543000000"
"Birch Bay Family Medicine","Chlamydia","4","17",".2576","2019-01-07 04:00:05.443000000"
"Family Health Associates","Chlamydia","25","84",".3085","2019-01-07 04:00:05.443000000"
"Ferndale Family Medical Center","Chlamydia","22","73",".2735","2019-01-07 04:00:05.443000000"
"Island Family Physicians","Chlamydia","6","30",".2197","2019-01-07 04:00:05.443000000"
"Lynden Family Medicine","Chlamydia","19","106",".2791","2019-01-07 04:00:05.443000000"
"North Cascade Family Physicians","Chlamydia","12","45",".4147","2019-01-07 04:00:05.443000000"
"North Sound Family Medicine","Chlamydia","66","227",".2840","2019-01-07 04:00:05.443000000"
"Squalicum Family Medicine","Chlamydia","37","149",".2767","2019-01-07 04:00:05.443000000"
"Whatcom Family Medicine","Chlamydia","5","18",".5667","2019-01-07 04:00:05.443000000"
"Bellingham Bay Medical Center","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","2604","3421",".7634","2019-01-07 04:00:05.443000000"
"Birch Bay Family Medicine","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","865","1622",".5251","2019-01-07 04:00:05.443000000"
"Family Health Associates","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","3475","4707",".7436","2019-01-07 04:00:05.443000000"
"Ferndale Family Medical Center","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","1995","3143",".6352","2019-01-07 04:00:05.443000000"
"Island Family Physicians","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","1397","2233",".6388","2019-01-07 04:00:05.443000000"
"Lynden Family Medicine","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","3057","4374",".6841","2019-01-07 04:00:05.443000000"
"North Cascade Family Physicians","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","3426","5242",".6309","2019-01-07 04:00:05.443000000"
"North Sound Family Medicine","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","4198","5512",".7372","2019-01-07 04:00:05.443000000"
"Squalicum Family Medicine","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","2751","3771",".7175","2019-01-07 04:00:05.443000000"
"Whatcom Family Medicine","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","1102","1563",".7124","2019-01-07 04:00:05.443000000"
"Bellingham Bay Medical Center","Diabetes Care Gaps ","382","402",".9505","2019-01-07 04:00:05.443000000"
"Birch Bay Family Medicine","Diabetes Care Gaps ","307","354",".8830","2019-01-07 04:00:05.443000000"
"Family Health Associates","Diabetes Care Gaps ","624","672",".9340","2019-01-07 04:00:05.443000000"
"Ferndale Family Medical Center","Diabetes Care Gaps ","641","720",".8856","2019-01-07 04:00:05.443000000"
"Island Family Physicians","Diabetes Care Gaps ","399","429",".9247","2019-01-07 04:00:05.443000000"
"Lynden Family Medicine","Diabetes Care Gaps ","906","1003",".9076","2019-01-07 04:00:05.443000000"
"North Cascade Family Physicians","Diabetes Care Gaps ","941","981",".9559","2019-01-07 04:00:05.443000000"
"North Sound Family Medicine","Diabetes Care Gaps ","755","825",".9194","2019-01-07 04:00:05.443000000"
"Squalicum Family Medicine","Diabetes Care Gaps ","416","456",".9151","2019-01-07 04:00:05.443000000"
"Whatcom Family Medicine","Diabetes Care Gaps ","243","270",".9129","2019-01-07 04:00:05.443000000"
"Bellingham Bay Medical Center","DM PTS 55-75 w/ACE/ARB","200","256",".7606","2019-01-07 04:00:05.443000000"
"Birch Bay Family Medicine","DM PTS 55-75 w/ACE/ARB","165","215",".7665","2019-01-07 04:00:05.443000000"
"Family Health Associates","DM PTS 55-75 w/ACE/ARB","301","392",".7770","2019-01-07 04:00:05.443000000"
"Ferndale Family Medical Center","DM PTS 55-75 w/ACE/ARB","295","408",".7232","2019-01-07 04:00:05.443000000"
