NAME,Metricname,SeenNum,SeenDenom,SeenAvg,LastUpdate
"Alexander MD, Steven",AAA Screening,0,62,0.0000,39:53.8
"Alexander MD, Steven",Advance Directive - Patients >55yrs w/Advance Directive ,185,719,0.2573,40:04.9
"Alexander MD, Steven",Blood Pressure NOT Controlled  >140/90 mm Hg    ,29,169,0.1716,38:11.0
"Alexander MD, Steven",Chlamydia,1,1,1.0000,39:41.3
"Alexander MD, Steven",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),392,567,0.6914,39:16.1
"Alexander MD, Steven",Diabetes Care Gaps ,159,169,0.9408,51:10.9
"Alexander MD, Steven",DM PTS 40 to 75 w/STATIN,86,96,0.8958,49:57.2
"Alexander MD, Steven",DM PTS 55-75 w/ACE/ARB,56,81,0.6914,49:52.1
"Alexander MD, Steven",Eye exam,92,169,0.5444,38:16.4
"Alexander MD, Steven",Foot Exam,150,169,0.8876,38:22.0
"Alexander MD, Steven",HgbA1c < 7.0                     ,102,169,0.6036,38:28.0
"Alexander MD, Steven",HgbA1c NOT > 9.0 (poor control) ,156,169,0.9231,38:33.4
"Alexander MD, Steven",Hypertension Patients 18-59 years BP <140/90,73,86,0.8488,38:50.3
"Alexander MD, Steven",Hypertension Patients over 18 BP <140/90,411,446,0.9215,39:03.9
"Alexander MD, Steven",Hypertension Patients over 59 years BP <150/90,349,369,0.9458,38:56.7
"Alexander MD, Steven",Mammogram Ages 52 -74,124,192,0.6458,39:46.0
"Alexander MD, Steven",Nephropathy Assessment,131,169,0.7751,38:39.6
"Alexander MD, Steven",Pap Smear Report,135,279,0.4839,51:17.8
"Alexander MD, Steven",Pneumovax - DM patients w/current pneumovax,155,169,0.9172,40:11.7
"Alexander MD, Steven",Pneumovax - Patients Age>65 w/current pneumovax,422,481,0.8773,40:18.7
"Alexander MD, Steven",Pneumovax - Smokers w/current pneumovax,48,76,0.6316,40:25.9
"Alexander MD, Steven",Smoking Cessation Advice or Treatment ,11,12,0.9167,38:45.9
"Alexander MD, Steven",Statin patients with LDL in the past 365 days,330,382,0.8639,51:42.9
"Alexander MD, Steven",TD - Patients >18yrs with TD in last 10 years,1035,1296,0.7986,40:34.8
"Alexander MD, Steven",WCV 3-6 yr,67,77,0.8701,29:33.9
"Anderson MD, Greg",AAA Screening,70,105,0.6667,39:53.8
"Anderson MD, Greg",Advance Directive - Patients >55yrs w/Advance Directive ,104,650,0.1600,40:04.9
"Anderson MD, Greg",Blood Pressure NOT Controlled  >140/90 mm Hg    ,16,100,0.1600,38:11.0
"Anderson MD, Greg",Chlamydia,2,8,0.2500,39:41.3
"Anderson MD, Greg",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),516,672,0.7679,39:16.1
"Anderson MD, Greg",Diabetes Care Gaps ,93,100,0.9300,51:10.9
"Anderson MD, Greg",DM PTS 40 to 75 w/STATIN,63,75,0.8400,49:57.2
"Anderson MD, Greg",DM PTS 55-75 w/ACE/ARB,58,65,0.8923,49:52.1
"Anderson MD, Greg",Eye exam,49,100,0.4900,38:16.4
"Anderson MD, Greg",Foot Exam,80,100,0.8000,38:22.0
"Anderson MD, Greg",HgbA1c < 7.0                     ,39,100,0.3900,38:28.0
"Anderson MD, Greg",HgbA1c NOT > 9.0 (poor control) ,86,100,0.8600,38:33.4
"Anderson MD, Greg",Hypertension Patients 18-59 years BP <140/90,104,170,0.6118,38:50.3
"Anderson MD, Greg",Hypertension Patients over 18 BP <140/90,346,460,0.7522,39:03.9
"Anderson MD, Greg",Hypertension Patients over 59 years BP <150/90,252,299,0.8428,38:56.7
"Anderson MD, Greg",Mammogram Ages 52 -74,104,164,0.6341,39:46.0
"Anderson MD, Greg",Nephropathy Assessment,82,100,0.8200,38:39.6
"Anderson MD, Greg",Pap Smear Report,123,209,0.5885,51:17.8
"Anderson MD, Greg",Pneumovax - DM patients w/current pneumovax,83,100,0.8300,40:11.7
"Anderson MD, Greg",Pneumovax - Patients Age>65 w/current pneumovax,289,361,0.8006,40:18.7
"Anderson MD, Greg",Pneumovax - Smokers w/current pneumovax,36,91,0.3956,40:25.9
"Anderson MD, Greg",Smoking Cessation Advice or Treatment ,6,6,1.0000,38:45.9
"Anderson MD, Greg",Statin patients with LDL in the past 365 days,247,359,0.6880,51:42.9
"Anderson MD, Greg",TD - Patients >18yrs with TD in last 10 years,1081,1364,0.7925,40:34.8
"Anderson MD, Greg",WCV 3-6 yr,14,15,0.9333,29:33.9
"Anderson MD, Rodney",AAA Screening,65,108,0.6019,39:53.8
"Anderson MD, Rodney",Advance Directive - Patients >55yrs w/Advance Directive ,85,848,0.1002,40:04.9
"Anderson MD, Rodney",Blood Pressure NOT Controlled  >140/90 mm Hg    ,5,98,0.0510,38:11.0
"Anderson MD, Rodney",Chlamydia,1,6,0.1667,39:41.3
"Anderson MD, Rodney",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),575,736,0.7813,39:16.1
"Anderson MD, Rodney",Diabetes Care Gaps ,92,98,0.9388,51:10.9
"Anderson MD, Rodney",DM PTS 40 to 75 w/STATIN,52,62,0.8387,49:57.2
"Anderson MD, Rodney",DM PTS 55-75 w/ACE/ARB,40,56,0.7143,49:52.1
"Anderson MD, Rodney",Eye exam,60,98,0.6122,38:16.4
"Anderson MD, Rodney",Foot Exam,65,98,0.6633,38:22.0
"Anderson MD, Rodney",HgbA1c < 7.0                     ,52,98,0.5306,38:28.0
"Anderson MD, Rodney",HgbA1c NOT > 9.0 (poor control) ,94,98,0.9592,38:33.4
"Anderson MD, Rodney",Hypertension Patients 18-59 years BP <140/90,75,103,0.7282,38:50.3
"Anderson MD, Rodney",Hypertension Patients over 18 BP <140/90,436,507,0.8600,39:03.9
"Anderson MD, Rodney",Hypertension Patients over 59 years BP <150/90,375,414,0.9058,38:56.7
"Anderson MD, Rodney",Mammogram Ages 52 -74,222,303,0.7327,39:46.0
"Anderson MD, Rodney",Nephropathy Assessment,75,98,0.7653,38:39.6
"Anderson MD, Rodney",Pap Smear Report,226,277,0.8159,51:17.8
"Anderson MD, Rodney",Pneumovax - DM patients w/current pneumovax,86,98,0.8776,40:11.7
"Anderson MD, Rodney",Pneumovax - Patients Age>65 w/current pneumovax,452,595,0.7597,40:18.7
"Anderson MD, Rodney",Pneumovax - Smokers w/current pneumovax,37,62,0.5968,40:25.9
"Anderson MD, Rodney",Smoking Cessation Advice or Treatment ,10,10,1.0000,38:45.9
"Anderson MD, Rodney",Statin patients with LDL in the past 365 days,324,427,0.7588,51:42.9
"Anderson MD, Rodney",TD - Patients >18yrs with TD in last 10 years,1114,1368,0.8143,40:34.8
"Anderson MD, Rodney",WCV 3-6 yr,65,71,0.9155,29:33.9
"Bates MD, Jennifer",AAA Screening,1,15,0.0667,39:53.8
"Bates MD, Jennifer",Advance Directive - Patients >55yrs w/Advance Directive ,38,335,0.1134,40:04.9
"Bates MD, Jennifer",Blood Pressure NOT Controlled  >140/90 mm Hg    ,6,69,0.0870,38:11.0
"Bates MD, Jennifer",Chlamydia,8,20,0.4000,39:41.3
