"NAME","Metricname","SeenNum","SeenDenom","SeenAvg","LastUpdate"
"Alexander MD, Steven","AAA Screening","42","61",".6885","2018-09-17 00:35:53.503000000"
"Alexander MD, Steven","Advance Directive - Patients >55yrs w/Advance Directive ","185","665",".2782","2018-09-17 00:36:06.050000000"
"Alexander MD, Steven","Blood Pressure NOT Controlled  >140/90 mm Hg    ","8","162",".0494","2018-09-17 00:33:53.260000000"
"Alexander MD, Steven","Chlamydia","","1","","2018-09-17 00:35:35.230000000"
"Alexander MD, Steven","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","403","540",".7463","2018-09-17 00:35:07.293000000"
"Alexander MD, Steven","Diabetes Care Gaps ","157","162",".9691","2018-09-17 00:45:53.633000000"
"Alexander MD, Steven","DM PTS 40 to 75 w/STATIN","75","88",".8523","2018-09-17 00:45:08.130000000"
"Alexander MD, Steven","DM PTS 55-75 w/ACE/ARB","57","77",".7403","2018-09-17 00:45:02.833000000"
"Alexander MD, Steven","Eye exam","86","162",".5309","2018-09-17 00:33:58.977000000"
"Alexander MD, Steven","Foot Exam","148","162",".9136","2018-09-17 00:34:05.713000000"
"Alexander MD, Steven","HbA1c test last 365 days     ","154","162",".9506","2018-09-17 01:59:26.010000000"
"Alexander MD, Steven","HgbA1c < 7.0                     ","90","162",".5556","2018-09-17 00:34:12.963000000"
"Alexander MD, Steven","HgbA1c NOT > 9.0 (poor control) ","146","162",".9012","2018-09-17 00:34:19.353000000"
"Alexander MD, Steven","Hypertension Patients 18-59 years BP <140/90","66","77",".8571","2018-09-17 00:34:38.527000000"
"Alexander MD, Steven","Hypertension Patients over 18 BP <140/90","386","418",".9234","2018-09-17 00:34:56.260000000"
"Alexander MD, Steven","Hypertension Patients over 59 years BP <150/90","322","341",".9443","2018-09-17 00:34:45.247000000"
"Alexander MD, Steven","Mammogram Ages 52 -74","132","184",".7174","2018-09-17 00:35:40.800000000"
"Alexander MD, Steven","Nephropathy Assessment","120","162",".7407","2018-09-17 00:34:26.243000000"
"Alexander MD, Steven","Pap Smear Report","126","255",".4941","2018-09-17 00:46:01.087000000"
"Alexander MD, Steven","Pneumovax - DM patients w/current pneumovax","152","162",".9383","2018-09-17 00:36:14.017000000"
"Alexander MD, Steven","Pneumovax - Patients Age>65 w/current pneumovax","400","460",".8696","2018-09-17 00:36:22.143000000"
"Alexander MD, Steven","Pneumovax - Smokers w/current pneumovax","43","61",".7049","2018-09-17 00:36:31.253000000"
"Alexander MD, Steven","Smoking Cessation Advice or Treatment ","10","10","1.0000","2018-09-17 00:34:33.090000000"
"Alexander MD, Steven","Statin patients with LDL in the past 365 days","308","348",".8851","2018-09-17 00:46:30.540000000"
"Alexander MD, Steven","TD - Patients >18yrs with TD in last 10 years","974","1213",".8030","2018-09-17 00:36:41.160000000"
"Alexander MD, Steven","WCV 3-6 yr","65","66",".9848","2018-09-17 01:38:42.733000000"
"Anderson MD, Greg","AAA Screening","82","103",".7961","2018-09-17 00:35:53.503000000"
