"NAME","Metricname","SeenNum","SeenDenom","SeenAvg","LastUpdate"
"Alexander MD, Steven","AAA Screening","39","62",".6290","2018-06-17 23:56:02.750000000"
"Alexander MD, Steven","Advance Directive - Patients >55yrs w/Advance Directive ","189","695",".2719","2018-06-17 23:56:13.733000000"
"Alexander MD, Steven","Blood Pressure NOT Controlled  >140/90 mm Hg    ","11","159",".0692","2018-06-17 23:54:28.187000000"
"Alexander MD, Steven","Chlamydia","","2","","2018-06-17 23:55:49.343000000"
"Alexander MD, Steven","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","395","544",".7261","2018-06-17 23:55:34.733000000"
"Alexander MD, Steven","Diabetes Care Gaps ","156","159",".9811","2018-06-18 00:04:47.800000000"
"Alexander MD, Steven","DM PTS 40 to 75 w/STATIN","75","85",".8824","2018-06-18 00:04:07.287000000"
"Alexander MD, Steven","DM PTS 55-75 w/ACE/ARB","54","74",".7297","2018-06-18 00:04:02.563000000"
"Alexander MD, Steven","Eye exam","89","159",".5597","2018-06-17 23:54:33.123000000"
"Alexander MD, Steven","Foot Exam","141","159",".8868","2018-06-17 23:54:40.420000000"
"Alexander MD, Steven","HbA1c test last 365 days     ","153","159",".9623","2018-06-18 01:05:07.927000000"
"Alexander MD, Steven","HgbA1c < 7.0                     ","82","159",".5157","2018-06-17 23:54:47.030000000"
"Alexander MD, Steven","HgbA1c NOT > 9.0 (poor control) ","146","159",".9182","2018-06-17 23:54:52.343000000"
"Alexander MD, Steven","Hypertension Patients 18-59 years BP <140/90","62","79",".7848","2018-06-17 23:55:10.593000000"
"Alexander MD, Steven","Hypertension Patients over 18 BP <140/90","387","419",".9236","2018-06-17 23:55:25.577000000"
"Alexander MD, Steven","Hypertension Patients over 59 years BP <150/90","332","344",".9651","2018-06-17 23:55:16.453000000"
"Alexander MD, Steven","Mammogram Ages 52 -74","132","187",".7059","2018-06-17 23:55:54.530000000"
"Alexander MD, Steven","Nephropathy Assessment","104","159",".6541","2018-06-17 23:54:58.500000000"
"Alexander MD, Steven","Pap Smear Report","126","264",".4773","2018-06-18 00:04:54.193000000"
"Alexander MD, Steven","Pneumovax - DM patients w/current pneumovax","148","159",".9308","2018-06-17 23:56:20.530000000"
"Alexander MD, Steven","Pneumovax - Patients Age>65 w/current pneumovax","404","462",".8745","2018-06-17 23:56:27.330000000"
"Alexander MD, Steven","Pneumovax - Smokers w/current pneumovax","43","63",".6825","2018-06-17 23:56:35.020000000"
