NAME,Metricname,SeenNum,SeenDenom,SeenAvg,LastUpdate
Bellingham Bay Medical Center,AAA Screening,102,333,0.2655,00:04.6
Birch Bay Family Medicine,AAA Screening,10,242,0.0381,00:04.6
Everson Family Medicine,AAA Screening,26,125,0.208,00:04.6
Family Health Associates,AAA Screening,106,383,0.2697,00:04.6
Ferndale Family Medical Center,AAA Screening,20,323,0.1008,00:04.6
Island Family Physicians,AAA Screening,5,254,0.0284,00:04.6
Lynden Family Medicine,AAA Screening,12,343,0.2506,00:04.6
North Cascade Family Physicians,AAA Screening,88,483,0.1983,00:04.6
North Sound Family Medicine,AAA Screening,158,574,0.2591,00:04.6
Squalicum Family Medicine,AAA Screening,65,269,0.2005,00:04.6
Whatcom Family Medicine,AAA Screening,69,175,0.432,00:04.6
Bellingham Bay Medical Center,Advance Directive - Patients >55yrs w/Advance Directive ,364,3336,0.1071,00:04.6
Birch Bay Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,125,1981,0.0649,00:04.6
Everson Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,120,1056,0.1136,00:04.6
Family Health Associates,Advance Directive - Patients >55yrs w/Advance Directive ,434,4267,0.1023,00:04.6
Ferndale Family Medical Center,Advance Directive - Patients >55yrs w/Advance Directive ,350,2971,0.1178,00:04.6
Island Family Physicians,Advance Directive - Patients >55yrs w/Advance Directive ,462,2829,0.1732,00:04.6
Lynden Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,536,3946,0.1211,00:04.6
North Cascade Family Physicians,Advance Directive - Patients >55yrs w/Advance Directive ,221,4890,0.0477,00:04.6
North Sound Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,706,5053,0.1333,00:04.6
Squalicum Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,418,3260,0.1275,00:04.6
Whatcom Family Medicine,Advance Directive - Patients >55yrs w/Advance Directive ,263,1510,0.1743,00:04.6
Bellingham Bay Medical Center,Blood Pressure NOT Controlled  >140/90 mm Hg    ,56,436,0.1401,00:04.6
Birch Bay Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,82,416,0.1763,00:04.6
Everson Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,41,233,0.176,00:04.6
Family Health Associates,Blood Pressure NOT Controlled  >140/90 mm Hg    ,66,619,0.095,00:04.6
Ferndale Family Medical Center,Blood Pressure NOT Controlled  >140/90 mm Hg    ,66,623,0.1103,00:04.6
Island Family Physicians,Blood Pressure NOT Controlled  >140/90 mm Hg    ,92,468,0.1834,00:04.6
Lynden Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,129,797,0.1553,00:04.6
North Cascade Family Physicians,Blood Pressure NOT Controlled  >140/90 mm Hg    ,249,950,0.2588,00:04.6
North Sound Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,112,781,0.1318,00:04.6
Squalicum Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,61,445,0.1385,00:04.6
Whatcom Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,40,251,0.1422,00:04.6
Bellingham Bay Medical Center,Chlamydia,30,188,0.2252,00:04.6
Birch Bay Family Medicine,Chlamydia,6,33,0.197,00:04.6
Everson Family Medicine,Chlamydia,2,7,0.2857,00:04.6
Family Health Associates,Chlamydia,37,131,0.285,00:04.6
Ferndale Family Medical Center,Chlamydia,34,89,0.3551,00:04.6
Island Family Physicians,Chlamydia,10,62,0.2082,00:04.6
Lynden Family Medicine,Chlamydia,19,101,0.3346,00:04.6
North Cascade Family Physicians,Chlamydia,27,83,0.4934,00:04.6
North Sound Family Medicine,Chlamydia,72,291,0.2508,00:04.6
Squalicum Family Medicine,Chlamydia,39,190,0.2416,00:04.6
Whatcom Family Medicine,Chlamydia,4,21,0.2667,00:04.6
Bellingham Bay Medical Center,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),2572,3621,0.7083,00:04.6
Birch Bay Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),984,1846,0.5221,00:04.6
Everson Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),525,942,0.5573,00:04.6
Family Health Associates,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),3105,4357,0.6965,00:04.6
Ferndale Family Medical Center,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),1846,2800,0.6576,00:04.6
Island Family Physicians,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),1534,2658,0.6021,00:04.6
Lynden Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),2349,3464,0.6113,00:04.6
North Cascade Family Physicians,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),3110,5226,0.5972,00:04.6
North Sound Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),3961,5440,0.7182,00:04.6
Squalicum Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),2527,3540,0.7129,00:04.6
Whatcom Family Medicine,Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),1075,1541,0.7036,00:04.6
Bellingham Bay Medical Center,Diabetes Care Gaps ,395,436,0.9025,00:04.6
Birch Bay Family Medicine,Diabetes Care Gaps ,364,416,0.8587,00:04.6
Everson Family Medicine,Diabetes Care Gaps ,225,233,0.9657,00:04.6
Family Health Associates,Diabetes Care Gaps ,566,619,0.9136,00:04.6
Ferndale Family Medical Center,Diabetes Care Gaps ,556,623,0.8872,00:04.6
Island Family Physicians,Diabetes Care Gaps ,434,468,0.9312,00:04.6
Lynden Family Medicine,Diabetes Care Gaps ,727,797,0.9144,00:04.6
North Cascade Family Physicians,Diabetes Care Gaps ,867,950,0.9191,00:04.6
North Sound Family Medicine,Diabetes Care Gaps ,707,781,0.8882,00:04.6
Squalicum Family Medicine,Diabetes Care Gaps ,431,445,0.9681,00:04.6
Whatcom Family Medicine,Diabetes Care Gaps ,233,251,0.9328,00:04.6
Bellingham Bay Medical Center,DM PTS 40 to 75 w/STATIN,256,342,0.7208,00:04.6
Birch Bay Family Medicine,DM PTS 40 to 75 w/STATIN,197,317,0.6362,00:04.6
Everson Family Medicine,DM PTS 40 to 75 w/STATIN,108,152,0.7105,00:04.6
Family Health Associates,DM PTS 40 to 75 w/STATIN,367,467,0.7827,00:04.6
