"NAME","Metricname","SeenNum","SeenDenom","SeenAvg","LastUpdate"
"Alexander MD, Steven","AAA Screening","42","62",".6774","2018-09-03 00:36:07.640000000"
"Alexander MD, Steven","Advance Directive - Patients >55yrs w/Advance Directive ","187","669",".2795","2018-09-03 00:36:19.920000000"
"Alexander MD, Steven","Blood Pressure NOT Controlled  >140/90 mm Hg    ","10","162",".0617","2018-09-03 00:34:04.873000000"
"Alexander MD, Steven","Chlamydia","","1","","2018-09-03 00:35:47.827000000"
"Alexander MD, Steven","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","400","542",".7380","2018-09-03 00:35:19.607000000"
"Alexander MD, Steven","Copy of Advance Directive - Patients >55yrs w/Advance Directive ","187","669",".2795","2018-09-03 02:04:00.543000000"
"Alexander MD, Steven","Diabetes Care Gaps ","158","162",".9753","2018-09-03 00:45:45.690000000"
"Alexander MD, Steven","DM PTS 40 to 75 w/STATIN","75","87",".8621","2018-09-03 00:45:00.410000000"
"Alexander MD, Steven","DM PTS 55-75 w/ACE/ARB","56","76",".7368","2018-09-03 00:44:55.237000000"
"Alexander MD, Steven","Eye exam","88","162",".5432","2018-09-03 00:34:10.623000000"
"Alexander MD, Steven","Foot Exam","149","162",".9198","2018-09-03 00:34:18.733000000"
"Alexander MD, Steven","HbA1c test last 365 days     ","154","162",".9506","2018-09-03 01:58:44.937000000"
"Alexander MD, Steven","HgbA1c < 7.0                     ","89","162",".5494","2018-09-03 00:34:25.937000000"
"Alexander MD, Steven","HgbA1c NOT > 9.0 (poor control) ","146","162",".9012","2018-09-03 00:34:32.293000000"
"Alexander MD, Steven","Hypertension Patients 18-59 years BP <140/90","66","77",".8571","2018-09-03 00:34:52.107000000"
"Alexander MD, Steven","Hypertension Patients over 18 BP <140/90","389","420",".9262","2018-09-03 00:35:08.997000000"
"Alexander MD, Steven","Hypertension Patients over 59 years BP <150/90","325","343",".9475","2018-09-03 00:34:58.577000000"
"Alexander MD, Steven","Mammogram Ages 52 -74","131","183",".7158","2018-09-03 00:35:57.937000000"
"Alexander MD, Steven","Nephropathy Assessment","122","162",".7531","2018-09-03 00:34:39.293000000"
"Alexander MD, Steven","Pap Smear Report","128","256",".5000","2018-09-03 00:45:53.160000000"
"Alexander MD, Steven","Pneumovax - DM patients w/current pneumovax","152","162",".9383","2018-09-03 00:36:27.650000000"
"Alexander MD, Steven","Pneumovax - Patients Age>65 w/current pneumovax","402","463",".8683","2018-09-03 00:36:35.493000000"
"Alexander MD, Steven","Pneumovax - Smokers w/current pneumovax","43","61",".7049","2018-09-03 00:36:44.383000000"
"Alexander MD, Steven","Smoking Cessation Advice or Treatment ","11","11","1.0000","2018-09-03 00:34:46.997000000"
"Alexander MD, Steven","Statin patients with LDL in the past 365 days","308","352",".8750","2018-09-03 00:46:22.037000000"
"Alexander MD, Steven","TD - Patients >18yrs with TD in last 10 years","979","1215",".8058","2018-09-03 00:36:53.837000000"
"Alexander MD, Steven","WCV 3-6 yr","65","66",".9848","2018-09-03 01:37:46.417000000"
"Anderson MD, Greg","AAA Screening","81","102",".7941","2018-09-03 00:36:07.640000000"
"Anderson MD, Greg","Advance Directive - Patients >55yrs w/Advance Directive ","181","628",".2882","2018-09-03 00:36:19.920000000"
"Anderson MD, Greg","Blood Pressure NOT Controlled  >140/90 mm Hg    ","11","107",".1028","2018-09-03 00:34:04.873000000"
"Anderson MD, Greg","Chlamydia","1","4",".2500","2018-09-03 00:35:47.827000000"
"Anderson MD, Greg","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","525","658",".7979","2018-09-03 00:35:19.607000000"
"Anderson MD, Greg","Copy of Advance Directive - Patients >55yrs w/Advance Directive ","181","628",".2882","2018-09-03 02:04:00.543000000"
"Anderson MD, Greg","Diabetes Care Gaps ","103","107",".9626","2018-09-03 00:45:45.690000000"
"Anderson MD, Greg","DM PTS 40 to 75 w/STATIN","73","84",".8690","2018-09-03 00:45:00.410000000"
"Anderson MD, Greg","DM PTS 55-75 w/ACE/ARB","57","71",".8028","2018-09-03 00:44:55.237000000"
"Anderson MD, Greg","Eye exam","60","107",".5607","2018-09-03 00:34:10.623000000"
"Anderson MD, Greg","Foot Exam","82","107",".7664","2018-09-03 00:34:18.733000000"
"Anderson MD, Greg","HbA1c test last 365 days     ","100","107",".9346","2018-09-03 01:58:44.937000000"
"Anderson MD, Greg","HgbA1c < 7.0                     ","44","107",".4112","2018-09-03 00:34:25.937000000"
"Anderson MD, Greg","HgbA1c NOT > 9.0 (poor control) ","95","107",".8879","2018-09-03 00:34:32.293000000"
"Anderson MD, Greg","Hypertension Patients 18-59 years BP <140/90","88","145",".6069","2018-09-03 00:34:52.107000000"
"Anderson MD, Greg","Hypertension Patients over 18 BP <140/90","346","440",".7864","2018-09-03 00:35:08.997000000"
"Anderson MD, Greg","Hypertension Patients over 59 years BP <150/90","266","295",".9017","2018-09-03 00:34:58.577000000"
"Anderson MD, Greg","Mammogram Ages 52 -74","110","156",".7051","2018-09-03 00:35:57.937000000"
"Anderson MD, Greg","Nephropathy Assessment","88","107",".8224","2018-09-03 00:34:39.293000000"
"Anderson MD, Greg","Pap Smear Report","122","179",".6816","2018-09-03 00:45:53.160000000"
"Anderson MD, Greg","Pneumovax - DM patients w/current pneumovax","94","107",".8785","2018-09-03 00:36:27.650000000"
"Anderson MD, Greg","Pneumovax - Patients Age>65 w/current pneumovax","321","384",".8359","2018-09-03 00:36:35.493000000"
"Anderson MD, Greg","Pneumovax - Smokers w/current pneumovax","43","82",".5244","2018-09-03 00:36:44.383000000"
"Anderson MD, Greg","Smoking Cessation Advice or Treatment ","6","6","1.0000","2018-09-03 00:34:46.997000000"
"Anderson MD, Greg","Statin patients with LDL in the past 365 days","242","329",".7356","2018-09-03 00:46:22.037000000"
"Anderson MD, Greg","TD - Patients >18yrs with TD in last 10 years","1074","1293",".8306","2018-09-03 00:36:53.837000000"
"Anderson MD, Greg","WCV 3-6 yr","13","14",".9286","2018-09-03 01:37:46.417000000"
"Anderson MD, Rodney","AAA Screening","83","110",".7545","2018-09-03 00:36:07.640000000"
"Anderson MD, Rodney","Advance Directive - Patients >55yrs w/Advance Directive ","97","818",".1186","2018-09-03 00:36:19.920000000"
"Anderson MD, Rodney","Blood Pressure NOT Controlled  >140/90 mm Hg    ","15","101",".1485","2018-09-03 00:34:04.873000000"
