NAME,Metricname,SeenNum,SeenDenom,SeenAvg,LastUpdate
"Alexander MD, Steven",AAA Screening,3,64,0.0469,35:10.0
"Alexander MD, Steven",Advance Directive - Patients >55yrs w/Advance Directive ,183,708,0.2585,35:19.8
"Alexander MD, Steven",Blood Pressure NOT Controlled  >140/90 mm Hg    ,25,162,0.1543,33:54.9
"Alexander MD, Steven",Chlamydia,,1,,34:58.5
"Alexander MD, Steven",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),393,560,0.7018,34:50.8
"Alexander MD, Steven",Diabetes Care Gaps ,153,162,0.9444,42:33.2
"Alexander MD, Steven",DM PTS 40 to 75 w/STATIN,80,90,0.8889,41:56.3
"Alexander MD, Steven",DM PTS 55-75 w/ACE/ARB,53,76,0.6974,41:51.8
"Alexander MD, Steven",Eye exam,88,162,0.5432,33:59.2
"Alexander MD, Steven",Foot Exam,147,162,0.9074,34:04.3
"Alexander MD, Steven",HgbA1c < 7.0                     ,89,162,0.5494,34:10.4
"Alexander MD, Steven",HgbA1c NOT > 9.0 (poor control) ,149,162,0.9198,34:16.4
"Alexander MD, Steven",Hypertension Patients 18-59 years BP <140/90,70,85,0.8235,34:31.7
"Alexander MD, Steven",Hypertension Patients over 18 BP <140/90,392,436,0.8991,34:42.9
"Alexander MD, Steven",Hypertension Patients over 59 years BP <150/90,336,359,0.9359,34:36.5
"Alexander MD, Steven",Mammogram Ages 52 -74,125,191,0.6545,35:02.9
"Alexander MD, Steven",Nephropathy Assessment,135,162,0.8333,34:21.4
"Alexander MD, Steven",Pap Smear Report,135,273,0.4945,42:38.6
"Alexander MD, Steven",Pneumovax - DM patients w/current pneumovax,151,162,0.9321,35:25.7
"Alexander MD, Steven",Pneumovax - Patients Age>65 w/current pneumovax,411,472,0.8708,35:31.4
"Alexander MD, Steven",Pneumovax - Smokers w/current pneumovax,46,71,0.6479,35:38.5
"Alexander MD, Steven",Smoking Cessation Advice or Treatment ,12,12,1,34:27.7
"Alexander MD, Steven",Statin patients with LDL in the past 365 days,332,379,0.876,43:04.6
"Alexander MD, Steven",TD - Patients >18yrs with TD in last 10 years,1010,1263,0.7997,35:46.0
"Alexander MD, Steven",WCV 3-6 yr,61,70,0.8714,19:43.7
"Anderson MD, Greg",AAA Screening,73,103,0.7087,35:10.0
"Anderson MD, Greg",Advance Directive - Patients >55yrs w/Advance Directive ,131,642,0.204,35:19.8
