NAME,Metricname,SeenNum,SeenDenom,SeenAvg,LastUpdate
"Alexander MD, Steven",AAA Screening,,62,,36:32.9
"Alexander MD, Steven",Advance Directive - Patients >55yrs w/Advance Directive ,182,711,0.256,36:41.7
"Alexander MD, Steven",Blood Pressure NOT Controlled  >140/90 mm Hg    ,24,165,0.1455,35:25.3
"Alexander MD, Steven",Chlamydia,,1,,36:22.7
"Alexander MD, Steven",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),393,567,0.6931,36:15.6
"Alexander MD, Steven",Diabetes Care Gaps ,154,165,0.9333,43:21.7
"Alexander MD, Steven",DM PTS 40 to 75 w/STATIN,82,93,0.8817,42:46.9
"Alexander MD, Steven",DM PTS 55-75 w/ACE/ARB,54,78,0.6923,42:42.7
"Alexander MD, Steven",Eye exam,93,165,0.5636,35:29.2
"Alexander MD, Steven",Foot Exam,147,165,0.8909,35:33.8
"Alexander MD, Steven",HgbA1c < 7.0                     ,94,165,0.5697,35:38.9
"Alexander MD, Steven",HgbA1c NOT > 9.0 (poor control) ,151,165,0.9152,35:43.1
"Alexander MD, Steven",Hypertension Patients 18-59 years BP <140/90,72,85,0.8471,35:57.7
"Alexander MD, Steven",Hypertension Patients over 18 BP <140/90,396,435,0.9103,36:08.2
"Alexander MD, Steven",Hypertension Patients over 59 years BP <150/90,338,359,0.9415,36:02.3
"Alexander MD, Steven",Mammogram Ages 52 -74,130,193,0.6736,36:26.8
"Alexander MD, Steven",Nephropathy Assessment,135,165,0.8182,35:48.2
"Alexander MD, Steven",Pap Smear Report,134,279,0.4803,43:26.8
"Alexander MD, Steven",Pneumovax - DM patients w/current pneumovax,151,165,0.9152,36:47.0
"Alexander MD, Steven",Pneumovax - Patients Age>65 w/current pneumovax,413,472,0.875,36:52.4
"Alexander MD, Steven",Pneumovax - Smokers w/current pneumovax,45,73,0.6164,36:58.5
"Alexander MD, Steven",Smoking Cessation Advice or Treatment ,11,12,0.9167,35:53.9
"Alexander MD, Steven",Statin patients with LDL in the past 365 days,329,377,0.8727,43:51.7
"Alexander MD, Steven",TD - Patients >18yrs with TD in last 10 years,1027,1278,0.8036,37:05.7
"Alexander MD, Steven",WCV 3-6 yr,64,73,0.8767,19:43.0
"Anderson MD, Greg",AAA Screening,75,107,0.7009,36:32.9
"Anderson MD, Greg",Advance Directive - Patients >55yrs w/Advance Directive ,114,644,0.177,36:41.7
"Anderson MD, Greg",Blood Pressure NOT Controlled  >140/90 mm Hg    ,19,100,0.19,35:25.3
"Anderson MD, Greg",Chlamydia,2,7,0.2857,36:22.7
"Anderson MD, Greg",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),525,669,0.7848,36:15.6
"Anderson MD, Greg",Diabetes Care Gaps ,95,100,0.95,43:21.7
"Anderson MD, Greg",DM PTS 40 to 75 w/STATIN,64,76,0.8421,42:46.9
"Anderson MD, Greg",DM PTS 55-75 w/ACE/ARB,58,66,0.8788,42:42.7
"Anderson MD, Greg",Eye exam,51,100,0.51,35:29.2
"Anderson MD, Greg",Foot Exam,80,100,0.8,35:33.8
"Anderson MD, Greg",HgbA1c < 7.0                     ,38,100,0.38,35:38.9
"Anderson MD, Greg",HgbA1c NOT > 9.0 (poor control) ,85,100,0.85,35:43.1
"Anderson MD, Greg",Hypertension Patients 18-59 years BP <140/90,103,168,0.6131,35:57.7
"Anderson MD, Greg",Hypertension Patients over 18 BP <140/90,349,456,0.7654,36:08.2
"Anderson MD, Greg",Hypertension Patients over 59 years BP <150/90,257,298,0.8624,36:02.3
"Anderson MD, Greg",Mammogram Ages 52 -74,107,161,0.6646,36:26.8
"Anderson MD, Greg",Nephropathy Assessment,83,100,0.83,35:48.2
"Anderson MD, Greg",Pap Smear Report,126,208,0.6058,43:26.8
"Anderson MD, Greg",Pneumovax - DM patients w/current pneumovax,84,100,0.84,36:47.0
"Anderson MD, Greg",Pneumovax - Patients Age>65 w/current pneumovax,292,365,0.8,36:52.4
"Anderson MD, Greg",Pneumovax - Smokers w/current pneumovax,36,90,0.4,36:58.5
"Anderson MD, Greg",Smoking Cessation Advice or Treatment ,6,6,1,35:53.9
"Anderson MD, Greg",Statin patients with LDL in the past 365 days,257,356,0.7219,43:51.7
"Anderson MD, Greg",TD - Patients >18yrs with TD in last 10 years,1089,1358,0.8019,37:05.7
"Anderson MD, Greg",WCV 3-6 yr,14,15,0.9333,19:43.0
"Anderson MD, Rodney",AAA Screening,68,108,0.6296,36:32.9
"Anderson MD, Rodney",Advance Directive - Patients >55yrs w/Advance Directive ,85,842,0.101,36:41.7
"Anderson MD, Rodney",Blood Pressure NOT Controlled  >140/90 mm Hg    ,11,97,0.1134,35:25.3
"Anderson MD, Rodney",Chlamydia,1,6,0.1667,36:22.7
"Anderson MD, Rodney",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),570,731,0.7798,36:15.6
"Anderson MD, Rodney",Diabetes Care Gaps ,90,97,0.9278,43:21.7
"Anderson MD, Rodney",DM PTS 40 to 75 w/STATIN,53,64,0.8281,42:46.9
"Anderson MD, Rodney",DM PTS 55-75 w/ACE/ARB,39,57,0.6842,42:42.7
"Anderson MD, Rodney",Eye exam,54,97,0.5567,35:29.2
"Anderson MD, Rodney",Foot Exam,70,97,0.7216,35:33.8
"Anderson MD, Rodney",HgbA1c < 7.0                     ,51,97,0.5258,35:38.9
"Anderson MD, Rodney",HgbA1c NOT > 9.0 (poor control) ,92,97,0.9485,35:43.1
"Anderson MD, Rodney",Hypertension Patients 18-59 years BP <140/90,72,104,0.6923,35:57.7
"Anderson MD, Rodney",Hypertension Patients over 18 BP <140/90,423,503,0.841,36:08.2
"Anderson MD, Rodney",Hypertension Patients over 59 years BP <150/90,369,410,0.9,36:02.3
"Anderson MD, Rodney",Mammogram Ages 52 -74,225,301,0.7475,36:26.8
"Anderson MD, Rodney",Nephropathy Assessment,77,97,0.7938,35:48.2
"Anderson MD, Rodney",Pap Smear Report,223,277,0.8051,43:26.8
"Anderson MD, Rodney",Pneumovax - DM patients w/current pneumovax,84,97,0.866,36:47.0
"Anderson MD, Rodney",Pneumovax - Patients Age>65 w/current pneumovax,451,593,0.7605,36:52.4
"Anderson MD, Rodney",Pneumovax - Smokers w/current pneumovax,36,58,0.6207,36:58.5
"Anderson MD, Rodney",Smoking Cessation Advice or Treatment ,10,10,1,35:53.9
"Anderson MD, Rodney",Statin patients with LDL in the past 365 days,319,427,0.7471,43:51.7
"Anderson MD, Rodney",TD - Patients >18yrs with TD in last 10 years,1106,1360,0.8132,37:05.7
"Anderson MD, Rodney",WCV 3-6 yr,67,72,0.9306,19:43.0
"Bates MD, Jennifer",AAA Screening,1,13,0.0769,36:32.9
"Bates MD, Jennifer",Advance Directive - Patients >55yrs w/Advance Directive ,39,319,0.1223,36:41.7
"Bates MD, Jennifer",Blood Pressure NOT Controlled  >140/90 mm Hg    ,8,69,0.1159,35:25.3
"Bates MD, Jennifer",Chlamydia,6,19,0.3158,36:22.7
"Bates MD, Jennifer",Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test),221,316,0.6994,36:15.6
Everson Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,29,207,0.1401,00:04.9
Family Health Associates,Blood Pressure NOT Controlled  >140/90 mm Hg    ,61,619,0.0883,00:04.9
Ferndale Family Medical Center,Blood Pressure NOT Controlled  >140/90 mm Hg    ,59,637,0.111,00:04.9
Island Family Physicians,Blood Pressure NOT Controlled  >140/90 mm Hg    ,74,409,0.1503,00:04.9
Lynden Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,126,871,0.1515,00:04.9
North Cascade Family Physicians,Blood Pressure NOT Controlled  >140/90 mm Hg    ,253,925,0.2792,00:04.9
North Sound Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,117,785,0.1499,00:04.9
Squalicum Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,64,436,0.1527,00:04.9
Whatcom Family Medicine,Blood Pressure NOT Controlled  >140/90 mm Hg    ,59,259,0.234,00:04.9
Bellingham Bay Medical Center,Chlamydia,34,186,0.2153,00:04.9
Birch Bay Family Medicine,Chlamydia,8,35,0.2897,00:04.9
Everson Family Medicine,Chlamydia,3,7,0.4286,00:04.9
