"NAME","Metricname","SeenNum","SeenDenom","SeenAvg","LastUpdate"
"Alexander MD, Steven","AAA Screening","4","64",".0625","2018-01-07 23:44:26.657000000"
"Alexander MD, Steven","Advance Directive - Patients >55yrs w/Advance Directive ","184","708",".2599","2018-01-07 23:44:36.453000000"
"Alexander MD, Steven","Blood Pressure NOT Controlled  >140/90 mm Hg    ","24","162",".1481","2018-01-07 23:43:10.350000000"
"Alexander MD, Steven","Chlamydia","","2","","2018-01-07 23:44:14.937000000"
"Alexander MD, Steven","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","394","558",".7061","2018-01-07 23:44:07.153000000"
"Alexander MD, Steven","Diabetes Care Gaps ","155","162",".9568","2018-01-07 23:51:54.630000000"
"Alexander MD, Steven","DM PTS 40 to 75 w/STATIN","80","90",".8889","2018-01-07 23:51:18.870000000"
"Alexander MD, Steven","DM PTS 55-75 w/ACE/ARB","54","76",".7105","2018-01-07 23:51:14.183000000"
"Alexander MD, Steven","Eye exam","89","162",".5494","2018-01-07 23:43:14.803000000"
"Alexander MD, Steven","Foot Exam","145","162",".8951","2018-01-07 23:43:20.087000000"
"Alexander MD, Steven","HgbA1c < 7.0                     ","85","162",".5247","2018-01-07 23:43:25.840000000"
"Alexander MD, Steven","HgbA1c NOT > 9.0 (poor control) ","147","162",".9074","2018-01-07 23:43:30.543000000"
"Alexander MD, Steven","Hypertension Patients 18-59 years BP <140/90","71","85",".8353","2018-01-07 23:43:46.027000000"
"Alexander MD, Steven","Hypertension Patients over 18 BP <140/90","395","437",".9039","2018-01-07 23:43:59.030000000"
"Alexander MD, Steven","Hypertension Patients over 59 years BP <150/90","339","360",".9417","2018-01-07 23:43:51.170000000"
"Alexander MD, Steven","Mammogram Ages 52 -74","122","191",".6387","2018-01-07 23:44:19.483000000"
"Alexander MD, Steven","Nephropathy Assessment","134","162",".8272","2018-01-07 23:43:35.857000000"
"Alexander MD, Steven","Pap Smear Report","134","274",".4891","2018-01-07 23:52:00.193000000"
"Alexander MD, Steven","Pneumovax - DM patients w/current pneumovax","152","162",".9383","2018-01-07 23:44:42.327000000"
"Alexander MD, Steven","Pneumovax - Patients Age>65 w/current pneumovax","413","474",".8713","2018-01-07 23:44:48.240000000"
"Alexander MD, Steven","Pneumovax - Smokers w/current pneumovax","46","71",".6479","2018-01-07 23:44:55.320000000"
"Alexander MD, Steven","Smoking Cessation Advice or Treatment ","11","11","1.0000","2018-01-07 23:43:41.967000000"
"Alexander MD, Steven","Statin patients with LDL in the past 365 days","333","378",".8810","2018-01-07 23:52:26.477000000"
"Alexander MD, Steven","TD - Patients >18yrs with TD in last 10 years","1003","1265",".7929","2018-01-07 23:45:03.320000000"
"Alexander MD, Steven","WCV 3-6 yr","61","68",".8971","2018-01-08 00:30:16.320000000"
"Anderson MD, Greg","AAA Screening","72","100",".7200","2018-01-07 23:44:26.657000000"
"Anderson MD, Greg","Advance Directive - Patients >55yrs w/Advance Directive ","134","640",".2094","2018-01-07 23:44:36.453000000"
"Anderson MD, Greg","Blood Pressure NOT Controlled  >140/90 mm Hg    ","16","100",".1600","2018-01-07 23:43:10.350000000"
"Anderson MD, Greg","Chlamydia","4","9",".4444","2018-01-07 23:44:14.937000000"
"Anderson MD, Greg","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","525","661",".7943","2018-01-07 23:44:07.153000000"
"Anderson MD, Greg","Diabetes Care Gaps ","97","100",".9700","2018-01-07 23:51:54.630000000"
"Anderson MD, Greg","DM PTS 40 to 75 w/STATIN","65","77",".8442","2018-01-07 23:51:18.870000000"
"Anderson MD, Greg","DM PTS 55-75 w/ACE/ARB","59","65",".9077","2018-01-07 23:51:14.183000000"
"Anderson MD, Greg","Eye exam","49","100",".4900","2018-01-07 23:43:14.803000000"
