"NAME","Metricname","SeenNum","SeenDenom","SeenAvg","LastUpdate"
"Alexander MD, Steven","AAA Screening","38","53",".7170","2018-11-05 00:57:09.770000000"
"Alexander MD, Steven","Advance Directive - Patients >55yrs w/Advance Directive ","188","667",".2819","2018-11-05 00:57:25.133000000"
"Alexander MD, Steven","Blood Pressure NOT Controlled  >140/90 mm Hg    ","12","158",".0759","2018-11-05 00:55:07.323000000"
"Alexander MD, Steven","Chlamydia","","","","2018-11-05 00:56:53.363000000"
"Alexander MD, Steven","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","398","531",".7495","2018-11-05 00:56:24.473000000"
"Alexander MD, Steven","Diabetes Care Gaps ","150","158",".9494","2018-11-05 01:07:34.480000000"
"Alexander MD, Steven","DM PTS 40 to 75 w/STATIN","74","86",".8605","2018-11-05 01:06:46.607000000"
"Alexander MD, Steven","DM PTS 55-75 w/ACE/ARB","54","75",".7200","2018-11-05 01:06:41.043000000"
"Alexander MD, Steven","Eye exam","85","158",".5380","2018-11-05 00:55:13.463000000"
"Alexander MD, Steven","Foot Exam","145","158",".9177","2018-11-05 00:55:20.700000000"
"Alexander MD, Steven","HbA1c test last 365 days     ","148","158",".9367","2018-11-05 02:27:17.727000000"
"Alexander MD, Steven","HgbA1c < 7.0                     ","89","158",".5633","2018-11-05 00:55:28.260000000"
"Alexander MD, Steven","HgbA1c NOT > 9.0 (poor control) ","146","158",".9241","2018-11-05 00:55:34.760000000"
"Alexander MD, Steven","Hypertension Patients 18-59 years BP <140/90","68","79",".8608","2018-11-05 00:55:55.593000000"
"Alexander MD, Steven","Hypertension Patients over 18 BP <140/90","388","417",".9305","2018-11-05 00:56:13.503000000"
"Alexander MD, Steven","Hypertension Patients over 59 years BP <150/90","320","338",".9467","2018-11-05 00:56:02.380000000"
"Alexander MD, Steven","Mammogram Ages 52 -74","130","179",".7263","2018-11-05 00:56:59.257000000"
"Alexander MD, Steven","Nephropathy Assessment","123","158",".7785","2018-11-05 00:55:42.063000000"
"Alexander MD, Steven","Pap Smear Report","127","249",".5100","2018-11-05 01:07:42.217000000"
"Alexander MD, Steven","Pneumovax - DM patients w/current pneumovax","149","158",".9430","2018-11-05 00:57:33.353000000"
"Alexander MD, Steven","Pneumovax - Patients Age>65 w/current pneumovax","401","459",".8736","2018-11-05 00:57:41.417000000"
"Alexander MD, Steven","Pneumovax - Smokers w/current pneumovax","42","60",".7000","2018-11-05 00:57:50.573000000"
"Alexander MD, Steven","Smoking Cessation Advice or Treatment ","9","10",".9000","2018-11-05 00:55:50.140000000"
"Alexander MD, Steven","Statin patients with LDL in the past 365 days","298","343",".8688","2018-11-05 01:08:20.450000000"
"Alexander MD, Steven","TD - Patients >18yrs with TD in last 10 years","960","1197",".8020","2018-11-05 00:58:00.777000000"
"Alexander MD, Steven","WCV 3-6 yr","61","62",".9839","2018-11-05 02:03:48.683000000"
"Anderson MD, Greg","AAA Screening","83","104",".7981","2018-11-05 00:57:09.770000000"
"Anderson MD, Greg","Advance Directive - Patients >55yrs w/Advance Directive ","197","631",".3122","2018-11-05 00:57:25.133000000"
"Anderson MD, Greg","Blood Pressure NOT Controlled  >140/90 mm Hg    ","9","105",".0857","2018-11-05 00:55:07.323000000"
"Anderson MD, Greg","Chlamydia","1","3",".3333","2018-11-05 00:56:53.363000000"
"Anderson MD, Greg","Colorectal Cancer Screening (Colonoscopy/Sigmoid/FIT test)","541","661",".8185","2018-11-05 00:56:24.473000000"
"Anderson MD, Greg","Diabetes Care Gaps ","105","105","1.0000","2018-11-05 01:07:34.480000000"
